yyyymm,Index,E12,PE,D12,Y,vwret_DK,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,vwret,CRSP_SPvwx
197202,78.53128016111792,4.087685695491208,19.211672817149164,1.9520885999090563,0.024857465660868803,0.031174863,0.617585899,0.032,0.0727,0.0823,0.0602,0.033029779,0.0025,0.00486618,0.0088,0.0107,0.000284384,0.030221,0.025416
197203,79.10736007362377,4.125130236019314,19.17693637473156,1.961041222806059,0.024789617817873758,0.008457329,0.645901988,0.0373,0.0724,0.0824,0.0613,0.031723183,0.0027,0.002421308,-0.0082,0.0024,0.000545104,0.007315,0.006132
197204,79.58077967,4.147280759065408,19.18866464495152,1.9597419044396556,0.024625819,0.005904513,0.636783802,0.0371,0.073,0.0824,0.0615,0.032491832,0.0029,0.002415459,0.0027,0.0035,0.000383392,0.005476,0.004658
197205,80.41996703279567,4.190341413189375,19.191745756006547,1.9637800808856605,0.024419061003653746,0.01547367,0.632442335,0.0369,0.073,0.0823,0.0597,0.030657067,0.003,0.002409639,0.027,0.0163,0.000769052,0.022019,0.016763
197206,78.81697912421386,4.231501334359011,18.62624465795024,1.9653904619807527,0.02493613,-0.021345512,0.654015479,0.0391,0.0723,0.082,0.0607,0.03419939,0.0029,0.002403846,-0.0065,-0.0068,0.000365352,-0.020156,-0.021378
197207,78.37581725647009,4.2709951250866744,18.350715690615438,1.9632836770957203,0.025049610272914215,-0.004871874,0.657049549,0.0398,0.0721,0.0823,0.0593,0.033325093,0.0031,0.004796163,0.0216,0.003,0.000595487,0.003245,0.002126
197208,80.88855464748704,4.3435952784133445,18.62248885145545,1.9632602002888229,0.024271174,0.035659969,0.63046704,0.0402,0.0719,0.0819,0.0595,0.031848785,0.0029,0.002386635,0.0029,0.0072,0.000594999,0.039425,0.034649
197209,79.95614360912727,4.403410061073382,18.157778290045744,1.9632422145301949,0.024553988297980944,-0.00784753,0.637385001,0.0466,0.0722,0.0809,0.0606,0.032869775,0.0034,0.002380952,-0.0083,0.0031,0.000465712,-0.003277,-0.004516
197210,80.55124963561941,4.439511183290857,18.14417090304738,1.9645206002534854,0.024388456,0.009220583,0.635884126,0.0474,0.0721,0.0806,0.0591,0.032353444,0.004,0.004750594,0.0234,0.0101,0.000858268,0.010878,0.009503
197211,84.12570274136047,4.512787027982164,18.64162926806148,1.969283395569617,0.023408819556896457,0.049567113339820494,0.596733483,0.0478,0.0712,0.0799,0.0577,0.03095225,0.0037,0.002364066,0.0226,0.0249,0.000488456,0.050297,0.045173
197212,86.40303191815688,4.599134211137682,18.786803766003487,1.7728633555153908,0.020518531770906966,0.010047671,0.595674595,0.0507,0.0708,0.0793,0.0599,0.034203484,0.0037,0.002358491,-0.0229,-0.0004,0.000517171,0.013663,0.012622
197301,83.95546746975305,4.669679231751705,17.97885107372983,1.831349115242178,0.02181334,-0.026141747,0.608196032,0.0541,0.0715,0.079,0.0685,0.035647312,0.0044,0.002352941,-0.0321,-0.0054,0.000515604,-0.016752,-0.018044
197302,79.93492112217517,4.117897645907373,19.411585230055326,1.915917399575945,0.023968465505177564,-0.041735497,0.636183735,0.056,0.0722,0.0797,0.0688,0.036299867,0.0041,0.007042254,0.0014,0.0023,0.001264594,-0.033818,-0.038229
197303,79.19610898046028,4.211620120729289,18.80419095508229,1.991061077195053,0.025140895,-0.005930498,0.676018128,0.0609,0.0729,0.0803,0.0686,0.036706149,0.0046,0.009324009,0.0082,0.0045,0.001557564,-0.001093,-0.002089
197304,74.96563777642064,4.2838430076124085,17.49962303548621,1.996071392257997,0.026626484,-0.046221736,0.697719849,0.0626,0.0726,0.0809,0.0687,0.037833237,0.0052,0.006928407,0.0046,0.0061,0.00151754,-0.040064,-0.041236
197305,72.76204201220244,4.385061325200878,16.59316406683759,2.0257954906281137,0.027841377655239266,-0.020905014,0.713215962,0.0636,0.0729,0.0806,0.0703,0.039602216,0.0051,0.006880734,-0.0105,-0.0039,0.003077522,-0.01395,-0.019002
197306,71.88090848268193,4.490402426511411,16.007676296070002,2.0328877969351815,0.028281331,-0.00922431,0.720974308,0.0719,0.0737,0.0813,0.071,0.039013399,0.0051,0.006833713,-0.0021,-0.0056,0.002164603,-0.005178,-0.006522
197307,76.01570860109629,4.579064327373486,16.600707735568825,2.0462671717159058,0.026919004102875583,0.056856132136240495,0.693976684,0.0801,0.0745,0.0824,0.076,0.037350063,0.0064,0.002262443,-0.0433,-0.0476,0.001868014,0.039128,0.037679
197308,73.40752718110379,4.689898625,15.65226309680186,2.0604914391824543,0.028069211950145296,-0.031204588,0.724337235,0.0867,0.0768,0.0853,0.0728,0.037388768,0.007,0.018058691,0.0391,0.0356,0.001095883,-0.031544,-0.036505
